ExtractDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,LocationText,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicensingURL,Category,AccessibleCategory,RADARKeyNeeded,BabyChange,FamilyToilet,ChangingPlace,AutomaticPublicConvenience,FullTimeStaffing,PartOfCommunityScheme,CommunitySchemeName,ChargeAmount,InfoURL,OpeningHours,ManagedBy,ReportEmail,ReportTel,Notes,UPRN,Postcode,StreetAddress,GeoAreaURI,GeoAreaLabel
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Devils Bridge, Kirkby Lonsdale",OSGB36,361476,478266,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unisex,Unisex,Yes,Yes,No,No,Yes,No,No,,0.2,,06:00-22:00,Kirkby Lonsdale and Lune Valley Community Interest Company,,015242 71437,Joint Town Council/CIC venture,10090931124,LA6 2DE,"Devils Bridge, Kirkby Lonsdale",http://statistics.data.gov.uk/id/statistical-geography/E05003266,Sedbergh and Kirkby Lonsdale
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Lindale Recreation Ground, Grange Road, Lindale",OSGB36,341761,480371,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,None,,No,No,No,No,No,No,,0,,Apr-Oct 09:00-21:00,Upper Allithwaite Parish Council,,tbc,There is a sign stating where the nearest disabled toilet is,10090931113,LA11 6LJ,"Lindale Recreation Ground, Grange Road, Lindale",http://statistics.data.gov.uk/id/statistical-geography/E05003263,Lyth Valley
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Market Square, Milnthorpe",OSGB36,349792,481505,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,Yes,Yes,No,No,No,No,No,,0,,00:00-24:00,NPS,,01539 797420,Will be managed by Milnthorpe Town Council from 2015,10090932962,LA7 7PN,"Market Square, Milnthorpe",http://statistics.data.gov.uk/id/statistical-geography/E05003265,Milnthorpe
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Main Street, Sedbergh",OSGB36,365897,492166,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,Yes,Yes,No,No,No,No,No,,0,,07:00-18:00,Sedbergh Parish Council,,015396 20125,,10090932963,LA10 5AB,"Main Street, Sedbergh",http://statistics.data.gov.uk/id/statistical-geography/E05003266,Sedbergh and Kirkby Lonsdale
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Windermere Road, Staveley",OSGB36,346959,498354,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,No,Yes,No,No,No,No,No,,0,,"Apr-Oct 08:00-19:00, Nov-Mar 08:00-17:00",Gowan Stop & Go Group,,"01539 821629, 01539 822640",Honesty box for donations,10090931120,LA8 9LY,"Windermere Road, Staveley",http://statistics.data.gov.uk/id/statistical-geography/E05003268,Staveley-in-Westmorland
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Brogden Street, adjacent to Coronation Hall, Ulverston",OSGB36,328719,478199,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,Yes,No,No,No,No,No,No,,0.2,http://www.ulverstoncouncil.org.uk/services/public-toilets/,00:00-24:00,Ulverston Town Council,,01229 585 778,,10090931122,LA12 7AH,"Brogden Street, Ulverston",http://statistics.data.gov.uk/id/statistical-geography/E05003273,Ulverston Town
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"The Gill, Ulverston",OSGB36,328521,478539,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unisex,Unisex,No,No,No,No,No,No,No,,0.2,http://www.ulverstoncouncil.org.uk/services/public-toilets/,00:00-24:00,Ulverston Town Council,,01229 585 778,,10090932964,LA12 7BJ,"The Gill, Ulverston",http://statistics.data.gov.uk/id/statistical-geography/E05003271,Ulverston North
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Baddeley Clock, Lake Road, Windermere",OSGB36,341003,497873,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,Yes,No,No,No,No,No,No,,0.2,,00:00-24:00,Bowness and Windermere Community Care Trust,clerk@windermere-tc.gov.uk,015394 40033,Open from Easter until October half term,10090932965,LA23 2EE,"Baddeley Clock, Lake Road, Windermere",http://statistics.data.gov.uk/id/statistical-geography/E05003278,Windermere Bowness South
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Bowness Bay, Glebe Road, Windermere",OSGB36,340124,496662,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,Yes,Yes,No,No,No,No,No,,0.4,,09:00-18:00,Bowness and Windermere Community Care Trust,clerk@windermere-tc.gov.uk,015394 40033,,10090932966,LA23 3HG,"Bowness Bay, Glebe Road, Windermere",http://statistics.data.gov.uk/id/statistical-geography/E05003278,Windermere Bowness South
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Braithwaite Fold, Windermere",OSGB36,340059,496238,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Female and male,Yes,Yes,No,No,No,No,No,,0.2,,PH Easter-SH Oct Mo-Su 09:00-1800,Bowness and Windermere Community Care Trust,clerk@windermere-tc.gov.uk,015394 40033,Open from Easter until October half term,10090931110,LA23 3HB,"Braithwaite Fold, Windermere",http://statistics.data.gov.uk/id/statistical-geography/E05003278,Windermere Bowness South
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Broad Street, Windermere",OSGB36,341261,498337,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Female and male,Yes,Yes,No,No,No,No,No,,0.2,,09:00-18:00,Bowness and Windermere Community Care Trust,clerk@windermere-tc.gov.uk,015394 40033,,1.00E+11,LA23 1PY,"Broad Street, Windermere",http://statistics.data.gov.uk/id/statistical-geography/E05003279,Windermere Town
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Ferry Nab Road, Bowness",OSGB36,339816,495900,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,No,No,No,No,No,No,No,,0.2,,00:00-24:00,Bowness and Windermere Community Care Trust,clerk@windermere-tc.gov.uk,015394 40033,,10090932967,LA23 3JH,"Ferry Nab Road, Bowness",http://statistics.data.gov.uk/id/statistical-geography/E05003278,Windermere Bowness South
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Quarry Rigg, Bowness",OSGB36,340489,497130,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,,,No,No,No,No,No,No,,0.2,,00:00-24:00,Bowness and Windermere Community Care Trust,clerk@windermere-tc.gov.uk,015394 40033,,10090932968,LA23 3BJ,"Quarry Rigg, Bowness",http://statistics.data.gov.uk/id/statistical-geography/E05003278,Windermere Bowness South
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Rayrigg Meadow, Rayrigg Road, Bowness",OSGB36,340367,498561,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,,,No,No,No,No,No,No,,0.2,,00:00-24:00,Bowness and Windermere Community Care Trust,clerk@windermere-tc.gov.uk,015394 40033,Open from Easter until October half term,10090931109,LA23 1BP,"Rayrigg Meadow, Rayrigg Road, Bowness",http://statistics.data.gov.uk/id/statistical-geography/E05003276,Windermere Applethwaite and Troutbeck
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Rayrigg Road Car Park, Windermere",OSGB36,340315,497092,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,Yes,Yes,No,No,No,No,No,,0.2,,09:00-18:00,Bowness and Windermere Community Care Trust,clerk@windermere-tc.gov.uk,015394 40033,,10090931109,LA23 3BZ,"Rayrigg Road, Windermere",http://statistics.data.gov.uk/id/statistical-geography/E05003278,Windermere Bowness South
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"K Village - the Lakes Outlet, Riverside Place, Lound Road, Kendal",OSGB36,351741,491810,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,No,Yes,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Mo-Sa 09:30-18:00;  Su: 10:00-17:00,"K Village, Kendal Riverside Ltd.",,01539 732 363,,10090932460,LA9 7FH,"K Village - the Lakes Outlet, Riverside Place, Lound Road, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003257,Kendal Romney
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Abbot Hall Coffee Shop, Abbot Hall Art Gallery, Kirkland, Kendal",OSGB36,351709,492188,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,No,Yes,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Apr-Oct Mo-Sa 10:30-17:00; Nov-Mar Mo-Sa 10:30-16:00,Lakeland Arts Trust,info@abbothall.org.uk,01539 722464,,10003961547,LA9 5AL,"Abbot Hall Coffee Shop, Abbot Hall Art Gallery, Kirkland, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003251,Kendal Highgate
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"The Brewery Arts Centre, 122a Highgate, Kendal",OSGB36,351432,492388,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,No,Yes,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Mo-We 12:00-23:00;  Th-Sa 10:00-23:00; Su 12:30-22:30,The Brewery Arts Centre,info@breweryarts.co.uk,01539 725133,,1.00E+11,LA9 4HE,"The Brewery Arts Centre, 122a Highgate, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003251,Kendal Highgate
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Kendal Town Hall, Highgate, Kendal",OSGB36,351493,492633,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,No,Yes,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Mo-Fr 09:00-17:00,South Lakeland District Council,info@southlakeland.gov.uk,01539 733333,,10003952195,LA9 4DL,"Kendal Town Hall, Highgate, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003249,Kendal Fell
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Quaker Tapestry, Friends Meeting House, Stramongate, Kendal",OSGB36,351779,492808,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,No,Yes,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Mo-Fr 09:30-17:30; Apr-Oct Sa 09:30-17:00,Quaker Friends Meeting House,info@quaker-tapestry.co.uk,01539 722975,,10090930734,LA9 4BH,"Quaker Tapestry, Friends Meetign House, Stramongate, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003249,Kendal Fell
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Beales, 37-58 Finkle Street, Kendal",OSGB36,351618,492733,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,No,Yes,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Mo-Sa 09:00-17:30;  Su 11:00-16:00,Beales Kendal,,01539 720404,,1.00E+11,LA9 4AL,"Beales, 37-58 Finkle Street, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003249,Kendal Fell
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Westmorland Shopping Centre, Stricklandgate, Kendal",OSGB36,351588,492880,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,Yes,Yes,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0.2,http://www.westmorlandshopping.com/page/117/Facilities.htm,Mo-Sa 08:30-18:00;  Su 10:00-16:30,Westmorland Shopping centre,info@westmorlandshopping.com,01539 740060,,10090931112,LA9 4LR,"Westmorland Shopping Centre, Stricklandgate, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003249,Kendal Fell
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Charlies Café Bar, 95 Stricklandgate, Kendal",OSGB36,351511,492982,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,No,Yes,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Mo-Sa 08:30-17:00; ,Charlies Café Bar,,01539 740898,,1.00E+11,LA9 4RA,"Charlies Café Bar, 95 Stricklandgate, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003249,Kendal Fell
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"The Wakefield Arms (Table Table), Maude Street, Kendal",OSGB36,351438,493050,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,Yes,Yes,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Mo-Fr 06:30-24:00; Sa 07:00-24:00; Su 07:00-23:00,Wakefield Arms (Table Table),,01539 739217,,1.00E+11,LA9 4QD,"The Wakefield Arms (Table Table), Maude Street, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003249,Kendal Fell
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"JD Wetherspoon - The Miles Thompson, Allhallows Lane, Kendal",OSGB36,351397,492602,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,Yes,Yes,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Su-Th 08:00-23:00; Fr-Sa 08:00-24:00,JD Wetherspoons,,01539 815710,,1.00E+11,LA9 4JH,"JD Wetherspoon - The Miles Thompson, Allhallows Lane, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003249,Kendal Fell
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"The Rainbow Tavern, 32 Highgate, Kendal",OSGB36,351449,492656,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,None,,No,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Mo-Sa 11:30-23:00; Su 12:00-23:00,The Rainbow Tavern,claret100@sky.com,01539 728271,,1.00E+11,LA9 4SX,"The Rainbow Tavern, 32 Highgate, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003249,Kendal Fell
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"The Globe Inn, Market Place, Kendal",OSGB36,351548,492809,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,None,,No,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Mo-Sa 12:00-24:00; Su 12:00-22:30,The Globe Inn,,01539 733589,,1.00E+11,LA9 4TN,"The Globe Inn, Market Place, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003249,Kendal Fell
04/09/2014,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/579,Public toilets,"Booths, Wainrights Yard, Kendal",OSGB36,351405,492756,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and male,Unisex,No,Yes,No,No,No,No,Yes,Kendal Courtesy Toilet Scheme,0,,Mo-Sa 08:00-19:00; Su 09:30-17:00,Booths,kendal@booths.co.uk,01539 742370,,10034115341,LA9 4DP,"Booths, Wainrights Yard, Kendal",http://statistics.data.gov.uk/id/statistical-geography/E05003249,Kendal Fell
