ExtractDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,LocationText,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicensingURL,Category,AccessibleCategory,RADARKeyNeeded,BabyChange,FamilyToilet,ChangingPlace,AutomaticPublicConvenience,FullTimeStaffing,PartOfCommunityScheme,CommunitySchemeName,ChargeAmount,InfoURL,OpeningHours,ManagedBy,ReportEmail,ReportTel,Notes,UPRN,Postcode,StreetAddress,GeoAreaURI,GeoAreaLabel
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,St James Barton,OSGB36,359071,173540,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and Male,Unisex,,Yes,,,,Yes,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,Mo-Sa 08:00-18:00,Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000276141,BS1 3LT,St James Barton,http://statistics.data.gov.uk/id/statistical-geography/E05001979,Cabot
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Yeoman,OSGB36,361204,168427,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,,,,,,,,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,,Private,,,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000158513,BS14 9HX,700 Wells Road,http://statistics.data.gov.uk/id/statistical-geography/E05002002,Stockwood
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Gloucester Road,OSGB36,359024,175303,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and Male,Unisex,,Yes,,,,Yes,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,Mo-Sa 09:00-18:00,Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,,BS7 0ZZ,"Near Bristol North Baths, Gloucester Road",http://statistics.data.gov.uk/id/statistical-geography/E05001997,Redland
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,East Street,OSGB36,358323,171423,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and Male,Unisex,,Yes,,,,Yes,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,Mo-Sa 09:00-18:00,Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000303168,BS3 4ZZ,"Adj. Diamond Street Car Park, East Street",http://statistics.data.gov.uk/id/statistical-geography/E05001974,Bedminster
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,The Sheild and Dagger,OSGB36,360322,167505,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,,,,,,,,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,,Private,,,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000169185,BS14 0LN,East Dundry Road,http://statistics.data.gov.uk/id/statistical-geography/E05002005,Whitchurch Park
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Cowmead Road Urinal,OSGB36,360181,174508,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Male,None,,No,,,,No,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,24/7,Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000342061,,Mina Road,http://statistics.data.gov.uk/id/statistical-geography/E05001972,Ashley
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Colston Avenue,OSGB36,358605,173039,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and Male,Unisex,,Yes,,,,Yes,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,Mo-Th 08:00-19:00; Su 00:00-24:00,Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000325622,BS1 4UB,"15 The Colston Centre, Colston Avenue",http://statistics.data.gov.uk/id/statistical-geography/E05001979,Cabot
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Westbury Village,OSGB36,357138,177367,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and Male,None,,No,,,,No,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,"08:30-18:00; 07:00-08:30 ""opened sometime between 07:00 and 08:30""; 18:00-19:30 ""closes sometime between 18:00 and 19:30""",Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000342069,BS9 3BY,High Street,http://statistics.data.gov.uk/id/statistical-geography/E05002004,Westbury-on-Trym
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,J D Wetherspoon - The Robert Fitzharding,OSGB36,358337,171527,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,,,,,,,,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,,Private,,,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000235029,BS3 1BN,24 Cannon Street,http://statistics.data.gov.uk/id/statistical-geography/E05002001,Southville
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Suspension Bridge,OSGB36,356657,173197,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and Male,Unisex,,Yes,,,,Yes,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,May-Aug 09:00-21:00; Sep-Apr 09:00-18:00,Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000272723,BS8 3ZZ,Near Suspension Bridge,http://statistics.data.gov.uk/id/statistical-geography/E05001980,Clifton
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Eastwood Farm,OSGB36,363135,171625,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and Male,None,,No,,,,No,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,08:00-(Sunset-01:00),Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000342064,BS4 4SP,Wyndham Crescent,http://statistics.data.gov.uk/id/statistical-geography/E05001977,Brislington East
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Broadwalk Shopping Centre,OSGB36,360623,170847,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and Male,Unisex,,Yes,,,,No,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,08:00-20:30,Private,,,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000341978,BS4 2QU,Broadwalk,http://statistics.data.gov.uk/id/statistical-geography/E05001994,Knowle
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Toby Carvery Henbury,OSGB36,356474,178741,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and Male,,,,,,,,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,,Private,,,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000298616,BS10 7AD,189 Henbury Road,http://statistics.data.gov.uk/id/statistical-geography/E05001988,Henbury
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Brandon Park,OSGB36,357888,172949,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,,,,,,,,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,08:00-(Sunset-01:00),Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000342155,,Brandon Hill,http://statistics.data.gov.uk/id/statistical-geography/E05001979,Cabot
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Victoria Park,OSGB36,359224,171546,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,,,,,,,,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,"07:00-17:30; 17:30-18:00 ""closes sometime between 17:30 and 18:00""",Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000357717,BS3 4LL,Somerset Terrace,http://statistics.data.gov.uk/id/statistical-geography/E05002006,Windmill Hill
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Shirehampton,OSGB36,353284,176759,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and Male,None,,No,,,,No,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,"08:30-18:00; 07:00-08:30 ""opened sometime between 07:00 and 08:30""; 18:00-19:30 ""closes sometime between 18:00 and 19:30""",Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000298614,BS11 9ZZ,Station Road,http://statistics.data.gov.uk/id/statistical-geography/E05001973,Avonmouth
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Miles arms Hotel,OSGB36,351920,177974,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,,,,,,,,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,,Private,,,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000012265,BS11 9LW,181 Avonmouth Road,http://statistics.data.gov.uk/id/statistical-geography/E05001973,Avonmouth
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Prince Street - Closed,OSGB36,358650,172617,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Female and Male,None,,No,,,,Yes,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,Mo-Sa 09:00-18:00; closed,Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000325543,BS1 4QA,Prince Street,http://statistics.data.gov.uk/id/statistical-geography/E05001979,Cabot
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Horfield Common Urinal - Closed,OSGB36,359471,176851,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Male,None,,No,,,,No,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,24/7; closed,Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000276280,,Gloucester Road junction with Western Road,http://statistics.data.gov.uk/id/statistical-geography/E05001992,Horfield
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,J D Wetherspoon - The Knights Templar,OSGB36,359661,172603,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,,,,,,,,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,,Private,,,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000343000,BS1 6DG,1 The Square,http://statistics.data.gov.uk/id/statistical-geography/E05001995,Lawrence Hill
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Burger King,OSGB36,360852,175161,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,,,,,,,,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,,Private,,,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000299372,BS5 6XZ,Eastgate Centre,http://statistics.data.gov.uk/id/statistical-geography/E05001996,Lockleaze
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Snuff Mills Park,OSGB36,362467,176551,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,,,,,,,,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,08:00-(Sunset-01:00),Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000342070,BS16 1DL,River View,http://statistics.data.gov.uk/id/statistical-geography/E05001986,Frome Vale
03/09/2014,http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",http://id.esd.org.uk/service/579,Public Toilets,Underfall yard.,OSGB36,357239,172096,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,,,,,,,,,,,http://www.bristol.gov.uk/page/community-and-safety/public-toilets,,Public,customer.services@bristol.gov.uk,0117 922 2100,Contains public sector information licensed under the Open Government Licence v2.0.  Please note that this data has not been updated since the extract date specified.,000000342084,BS1 6XG,Underfall yard,http://statistics.data.gov.uk/id/statistical-geography/E05001979,Cabot
